paper_id,author_id,author_position
ICML-2021-P0001,ICML-2021-A000001,1
ICML-2021-P0001,ICML-2021-A000002,2
ICML-2021-P0001,ICML-2021-A000003,3
ICML-2021-P0001,ICML-2021-A000004,4
ICML-2021-P0001,ICML-2021-A000005,5
ICML-2021-P0001,ICML-2021-A000006,6
ICML-2021-P0002,ICML-2021-A000007,1
ICML-2021-P0002,ICML-2021-A000008,2
ICML-2021-P0002,ICML-2021-A000009,3
ICML-2021-P0002,ICML-2021-A000010,4
ICML-2021-P0002,ICML-2021-A000011,5
ICML-2021-P0002,ICML-2021-A000012,6
ICML-2021-P0002,ICML-2021-A000013,7
ICML-2021-P0002,ICML-2021-A000014,8
ICML-2021-P0003,ICML-2021-A000015,1
ICML-2021-P0003,ICML-2021-A000016,2
ICML-2021-P0003,ICML-2021-A000017,3
ICML-2021-P0003,ICML-2021-A000018,4
ICML-2021-P0003,ICML-2021-A000019,5
ICML-2021-P0003,ICML-2021-A000020,6
ICML-2021-P0003,ICML-2021-A000021,7
ICML-2021-P0004,ICML-2021-A000022,1
ICML-2021-P0004,ICML-2021-A000023,2
ICML-2021-P0004,ICML-2021-A000024,3
ICML-2021-P0005,ICML-2021-A000025,1
ICML-2021-P0005,ICML-2021-A000026,2
ICML-2021-P0005,ICML-2021-A000027,3
ICML-2021-P0006,ICML-2021-A000028,1
ICML-2021-P0006,ICML-2021-A000029,2
ICML-2021-P0006,ICML-2021-A000030,3
ICML-2021-P0006,ICML-2021-A000031,4
ICML-2021-P0006,ICML-2021-A000032,5
ICML-2021-P0007,ICML-2021-A000033,1
ICML-2021-P0007,ICML-2021-A000034,2
ICML-2021-P0007,ICML-2021-A000035,3
ICML-2021-P0007,ICML-2021-A000036,4
ICML-2021-P0008,ICML-2021-A000037,1
ICML-2021-P0008,ICML-2021-A000038,2
ICML-2021-P0008,ICML-2021-A000039,3
ICML-2021-P0009,ICML-2021-A000040,1
ICML-2021-P0009,ICML-2021-A000041,2
ICML-2021-P0009,ICML-2021-A000042,3
ICML-2021-P0010,ICML-2021-A000043,1
ICML-2021-P0010,ICML-2021-A000044,2
ICML-2021-P0010,ICML-2021-A000045,3
ICML-2021-P0010,ICML-2021-A000046,4
