paper_id,title,author_ids,conference,year,source_url
AAAI-2023-P0001,Back to the Future: Toward a Hybrid Architecture for Ad Hoc Teamwork,AAAI-2023-A000001|AAAI-2023-A000002,AAAI,2023,https://ojs.aaai.org/index.php/AAAI/article/view/25070
AAAI-2023-P0002,Reducing ANN-SNN Conversion Error through Residual Membrane Potential,AAAI-2023-A000003|AAAI-2023-A000004|AAAI-2023-A000005|AAAI-2023-A000006|AAAI-2023-A000007,AAAI,2023,https://ojs.aaai.org/index.php/AAAI/article/view/25071
AAAI-2023-P0003,Hierarchical ConViT with Attention-Based Relational Reasoner for Visual Analogical Reasoning,AAAI-2023-A000008|AAAI-2023-A000009|AAAI-2023-A000010|AAAI-2023-A000011|AAAI-2023-A000012,AAAI,2023,https://ojs.aaai.org/index.php/AAAI/article/view/25072
AAAI-2023-P0004,Deep Spiking Neural Networks with High Representation Similarity Model Visual Pathways of Macaque and Mouse,AAAI-2023-A000013|AAAI-2023-A000014|AAAI-2023-A000015|AAAI-2023-A000016|AAAI-2023-A000017,AAAI,2023,https://ojs.aaai.org/index.php/AAAI/article/view/25073
AAAI-2023-P0005,A Semi-parametric Model for Decision Making in High-Dimensional Sensory Discrimination Tasks,AAAI-2023-A000018|AAAI-2023-A000019|AAAI-2023-A000020|AAAI-2023-A000021|AAAI-2023-A000022,AAAI,2023,https://ojs.aaai.org/index.php/AAAI/article/view/25074
AAAI-2023-P0006,"A Machine with Short-Term, Episodic, and Semantic Memory Systems",AAAI-2023-A000023|AAAI-2023-A000024|AAAI-2023-A000025|AAAI-2023-A000026|AAAI-2023-A000027,AAAI,2023,https://ojs.aaai.org/index.php/AAAI/article/view/25075
AAAI-2023-P0007,Persuasion Strategies in Advertisements,AAAI-2023-A000028|AAAI-2023-A000029|AAAI-2023-A000030|AAAI-2023-A000031|AAAI-2023-A000032|AAAI-2023-A000033|AAAI-2023-A000034|AAAI-2023-A000035|AAAI-2023-A000036|AAAI-2023-A000037,AAAI,2023,https://ojs.aaai.org/index.php/AAAI/article/view/25076
AAAI-2023-P0008,Intensity-Aware Loss for Dynamic Facial Expression Recognition in the Wild,AAAI-2023-A000038|AAAI-2023-A000039|AAAI-2023-A000040|AAAI-2023-A000041,AAAI,2023,https://ojs.aaai.org/index.php/AAAI/article/view/25077
AAAI-2023-P0009,AVCAffe: A Large Scale Audio-Visual Dataset of Cognitive Load and Affect for Remote Work,AAAI-2023-A000042|AAAI-2023-A000043|AAAI-2023-A000044,AAAI,2023,https://ojs.aaai.org/index.php/AAAI/article/view/25078
AAAI-2023-P0010,ESL-SNNs: An Evolutionary Structure Learning Strategy for Spiking Neural Networks,AAAI-2023-A000045|AAAI-2023-A000046|AAAI-2023-A000047|AAAI-2023-A000048|AAAI-2023-A000049|AAAI-2023-A000050,AAAI,2023,https://ojs.aaai.org/index.php/AAAI/article/view/25079
